word_id,book_id,book_code,book_name,day_id,day_number,order_in_day,word_order,spelling,pronunciation,definition_cn,audio_url,memory_markup,etymology_markup,root_affix_notes,root_affix_accumulation,vocabulary_id,is_completed,studied,reviewed,memorized_count,reviewed_count,sentence_zone_status,example_count,long_sentence_count,exam_example_count,frequency_count,collocation_count,root_markup_count,relation_group_count,analysis_seen_mark_count,access_allowed,access_reason,permission_type,permission_is_expired,protection_content_type,protection_exposure_weight,protection_trace_id,protection_marker_type,protection_marker_version,protection_hidden_prompt,detail_status
597eb4d1-348d-47dc-9bb7-dfcf1712cfa1,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,1,1,enter,/ˈentə(r)/,v.进入；参加，加入；,https://cdn.aimwords.com/audio/f123cd6a96453ecfa27cb96a3bb2d9d6642006672735f838739cb5f266cb2032.mp3,"针对整个单词采用发散联想法：如图所示，我们日常使用的键盘上的回车键上面就写着 enter，回想平时使用电脑的场景，当我们在搜索框里输入好关键字，希望浏览器帮我们完成搜索功能时，我们会按下回车键，接着电脑便进入了全新的搜索结果页面。

感受一下整个过程，不难发现""enter（回车）""这个按键对应一种""进入""的意味，由此把握 enter 表示 v.进入；延伸表示 v.参加，加入；

![Pasted image 20251005121546.png](https://cdn.aimwords.com/word-images/enter/Pasted%20image%2020251005121546.png)",[[enter-基|enter]]（词基，v.进入；参加，加入）= v.进入；参加，加入；,"Susan entered the advertising business after college. 苏珊大学毕业后进入了广告行业。

enter a school 入学；enter a country 进入一个国家；enter into 进入；enter for 报名参加（考试、比赛等）；

词汇扩充：[[entry]] n.进入；入口；",,,true,true,false,1,0,ready,1,1,1,1,0,1,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,7eafadfc9d0d46edb2f58f43eee676fa,none,,,ok
dad251fe-fa3a-420a-9a47-02bb73c9083d,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,2,2,eat,/iːt/,v.吃；,https://cdn.aimwords.com/audio/d422f441d44f1462f3dcf11faca1049cae722cd16e1346b007d0930af61c6ba7.mp3,"划分：e | a | t
针对第 1 个元素采用字形联想法：通过 e 字形的缺口特征联想到张开的嘴巴，这里结合单词的含义理解为张嘴吃东西；

针对第 2 个元素采用词根词缀分析：[[-t]] 为动词后缀，表示动词；

联系单词的含义再综合考虑 e（张嘴吃东西）+ t（动词）——> 张嘴吃东西，意为 v.吃；",[[eat-基|eat]]（词基，v.吃）= v.吃；,I am not fond of eating meat. 我不喜欢吃肉。,,,true,true,false,1,0,ready,1,1,1,1,0,2,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,cd826c43805f47ebaf6759476538d646,none,,,ok
bb579196-8b02-4b50-b1bb-e12b8dd632cc,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,3,3,meal,/miːl/,n.膳食；一餐；一顿（饭）；,https://cdn.aimwords.com/audio/bc6c1b3836cc5b358735523ef82e78e19fa2e792d3df1a2b6d47ab1e0dba1fd2.mp3,"划分：m | ea | l
针对第 1 个元素采用谐音记忆法：m 在单词里的发音类似中文""每""，每天；

针对第 2 个元素采用含义联想法：通过 ea 的字形和发音联想到已经记忆过的单词 [[eat]] v.吃；

针对第 3 个元素采用词根词缀分析：[[-l]] 为名词后缀，表示名词；

联系单词的含义再综合考虑 m（每，每天）+ ea（eat - 吃）+ l（名词）——> 人每天都要吃饭，故 meal 表示 n.膳食；一餐；一顿（饭）；",[[meal-根|meal]]（词根，一餐，膳食）= 表示与一餐，膳食有关的含义 → n.膳食；一餐；一顿（饭）；,A grand meal was laid before them. 一道奢华的菜肴摆在他们面前。,"[[meal-根|meal]]：词根，表示""一餐，膳食""；
巧记：通过熟练掌握 [[meal]] n.膳食；一餐；一顿（饭） 反向理解并掌握：[[meal-根|meal]] 作词根表示""一餐，膳食"" ——> n.膳食；一餐；一顿（饭）；由此把握 meal 作词根表示""一餐，膳食""；",,true,true,false,1,0,ready,1,1,1,1,0,2,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,5eda930660144b9080d876c24c82250f,none,,,ok
7f36b380-6dc9-46e4-b5ee-c90ab3b911a2,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,4,4,court,/kɔːrt/,n.法庭，法院；球场；院子； v.讨好，求爱，求婚；设法获得，企图得到；,https://cdn.aimwords.com/audio/2975494df33a1c22528340dbcb13dad544b7d30d4ace9ea9cddd9f277e7f0bbf.mp3,"① 针对整个单词采用谐音记忆法：court 的发音稍作曲解可以想到""拷着"" ——> 联想犯罪嫌疑人被押上""法庭""受审，手上总是拷着（court）手铐。由此记住 court 表示需要带着手铐出席的场所，即 n.法庭，法院；

由""法庭，法院""的含义把握 court 表示具体特定功能的场所的核心含义，延伸具体对应 i. 进行球类运动的专门场所和空间，意为 n.球场；ii. 家庭中种植植物的场地和场所，意为 n.院子；

③ 针对整个单词采用谐音记忆法：court 发音类似中文""磕头"" ——> 通过磕头的方式祈求获得某物，对应求得，追求得到，意为 v.讨好，求爱，求婚；设法获得，企图得到；",[[cour]]（词根，庭院；心）+ [[-t]]（名词或动词后缀，名词或动词）= ① 对应 cour 表示庭院 → 表示与庭院、场地有关的含义 → n.院子； 延伸表示法律判决的场地，即 n.法庭，法院；表示进行球类运动的场地，即 n.球场；② 对应 cour 表示心 → 向某人表达自己的心意，表达与追求、寻求、求爱有关的意向 → v.讨好，求爱，求婚；设法获得，企图得到；,"She has little work experience in court. 她几乎没有在法院工作的经验。

go to court 上法庭；起诉；put sth out of court 使某事物不被重视；take sb to court 起诉（控告）某人；hold court 开庭；

词汇扩充：courtyard n.庭院，院子；","[[cour]]：词根，表示""庭院""；
巧记：通过熟练掌握 [[court]] n.法庭，法院；球场；院子 反向理解并掌握：cour | t 其中 [[cour]] 作词根表示""庭院""；[[-t]] 为名词后缀，表示名词 ——> 表示与庭院有关的含义，意为 n.院子；延伸表示 ① 进行法律判决的庭院、场地，即 n.法庭，法院；② 进行球类运动的庭院、场地，即 n.球场；由此把握 cour 作词根表示""庭院""；",,false,false,false,0,0,ready,1,1,1,1,0,2,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,4509951b3b3d4c2e8263caf8260a2083,none,,,ok
23228a76-0482-4b5a-a9c0-4084908853cd,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,5,5,yard,/jɑːd/,n.院子；场地，（某种用途的）区域；码（长度单位，等于 3 英尺或 0.91 米）；（尤指沙等建筑材料的）平方码，立方码；,https://cdn.aimwords.com/audio/84f3d6df6e42b83cf7f8b99a5cab3901c468c219477c6129c85f45c56099ec56.mp3,"针对整个单词采用谐音记忆法：yard 的发音类似中文“鸭的”，结合单词的含义理解为表示用来养鸭子的场地 ——> 联想到如图所示农村家庭门前的小院子，主人常常会将其用来养鸡、养鸭，故 yard 对应用来养鸭子的门前小院，意为 n.院子；

![Pasted image 20250820122215.png](https://cdn.aimwords.com/word-images/yard/Pasted%20image%2020250820122215.png)

由""院子""的含义进行延伸，表示具有特定功能的一片场地，故广义上 yard 还可以表示 n.场地，（某种用途的）区域；

结合单词""场地""的含义，再针对整个单词采用谐音记忆法：yard 的发音类似中文""量的""，测量的，对应测量的单位或标准 ——> 用于测量场地长度或面积的单位，意为 n.码（长度单位，等于 3 英尺或 0.91 米）；（尤指沙等建筑材料的）平方码，立方码；",[[yard-基|yard]]（词基，n.院子；场地，（某种用途的）区域；码（长度单位，等于 3 英尺或 0.91 米）；（尤指沙等建筑材料的）平方码，立方码）= n.院子；场地，（某种用途的）区域；码（长度单位，等于 3 英尺或 0.91 米）；（尤指沙等建筑材料的）平方码，立方码；,There are two peaches in our yard. 我们的院子里有两棵桃树。,,,false,false,false,0,0,ready,1,1,1,1,0,1,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,64d25c7e7f84440383040c819128b1d5,none,,,ok
818f57a1-405d-4a86-82d2-b4f8fe024843,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,6,6,courtyard,/ˈkɔːtjɑːd/,n.庭院，院子；,https://cdn.aimwords.com/audio/c14fa103bdc66ce089b645dcd760343210da0d75b2db9763e87806a5400a19b9.mp3,"划分：court | yard
针对第 1 个元素采用含义联想法：[[court]] 为已经记忆过的单词，表示 n.法庭；球场；这里引申为广义的被划定出来  具有某项功能的土地区域；

针对第 2 个元素采用含义联想法：[[yard]] 为已经记忆过的单词，表示 n.院子；场地；

联系单词的含义再综合考虑 court（被划定出来具有某项功能的土地区域）+ yard（院子）——> 如图所示，表示被用作院子的区域，意为 n.庭院，院子；

![Pasted image 20250820122215.png](https://cdn.aimwords.com/word-images/courtyard/Pasted%20image%2020250820122215.png)",[[cour]]（词根，庭院）+ [[-t]]（名词后缀，名词）+ [[yard-基|yard]]（词基，n.院子）= n.庭院，院子；,These bricks are to pave the courtyard. 这些砖要用来铺院子。,,,false,false,false,0,0,ready,1,1,1,1,0,3,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,4c94e1c608b14645b2b1b27831022360,none,,,ok
d669f094-000d-4b69-b62c-882b59b154e4,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,7,7,author,/ˈɔːθə(r)/,n.作者，作家；v.写作，撰写，编写；,https://cdn.aimwords.com/audio/9d54850ce75ea34810a9ea466923f533719ba14085bc9dd8e4e02a269e5280b8.mp3,"划分：auth | or
针对第 1 个元素采用谐音记忆法：auth 的发音类似中文""我说""，引申为通过说话表达自我；

针对第 2 个元素采用词根词缀分析：[[-or]] 为表示人的名词后缀，作名词表示…的人；

联系单词的含义再综合考虑 auth（我说 - 表达自我）+ or（…的人）——> 通过文字和作品向世界表达自我（auth）的人（or），意为 n.作者，作家；延伸作动词，表示作家写作的行为，意为 v.写作，撰写，编写；",[[auth]]（词根，创造者，发起人）+ [[-or]]（名词后缀，名词，表人）= 创造书籍作品的人 → n.作者，作家；作动词表示作者写作的行为，即 v.写作，撰写，编写；,"Tom is quite familiar with the author. 汤姆很熟悉那位作家。

词汇拓展：[[authoress]] n.女作家；女作者；[[authorial]] adj.作家的；著者的；","[[auth]]：词根，表示""创造者，发起人，来源，主人""；
[[-or]]：后缀，名词后缀，表示…的人；
巧记：通过熟练掌握 [[author]] n.作者，作家 反向理解并掌握：auth | or 其中 [[auth]] 作词根表示""创造者，发起人，来源，主人""；[[-or]] 为名词后缀，表示人 ——> 创造某部文字作品的人，意为 n.作者，作家；由此把握 auth 作词根表示""创造者，发起人""，进一步延伸把握与发起、起源有关的含义，故 auth 作词根还可以表示""来源，主人""；",,false,false,false,0,0,ready,1,1,1,1,0,2,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,10ad16b5628e4f9dab11511d3fbe5019,none,,,ok
e29ff563-e1d4-4323-85bb-af6c38dd8ccc,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,8,8,according,/ə'kɔrdɪŋ/,adj.相等的，一致的；依…而定的；adv.依照；,https://cdn.aimwords.com/audio/f3e01f800bcb8e3bb028229e68abd2eeac57a648042e72fca668976ccf3e5309.mp3,"① 针对整个单词采用发散联想法：由 according 联想起高中英语阅读题目中最常见的短语搭配：according to，如图所示：

![Pasted image 20210929212847.png](https://cdn.aimwords.com/word-images/according/Pasted%20image%2020210929212847.png)

比如图中 according to the last paragraph 则表示""根据最后一个段落""，由此把握 according 表示与""依照、参照""有关的核心含义，意为 adj.依…而定；adv.依照；

更进一步，由""依照""的意向进行延伸，依照某物表示与某物保持一致，突出与参考物一致相同的特性，把握 according 表示 adj.相等的，一致的；",[[ac-]]（前缀，向；加强）+ [[cord-根|cord]]（词根，心）+ [[-ing]]（形容词后缀，形容词，…的）= 心意相向，心意相同，想法一致 → 表示相同、一致的意向 → adj.相等的，一致的；延伸表示与…一致，对应与某种标准保持一致，依照某种标准 → adj.依…而定的；adv.依照；,"According to American law, if someone is accused of a crime, he is considered innocent until the court proves the person is guilty. 根据美国法律，如果某个人被指控犯罪，在法庭证明他有罪之前，他会被认为是清白的。

according to 据…所说；按…所记载；根据；",,,false,false,false,0,0,ready,0,1,1,1,0,3,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,acc91d3e728f453bb7fdc451fda78942,none,,,ok
91419fea-861e-4ab8-aae0-19725782dfe8,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,9,9,accord,/əˈkɔːd/,n.一致，符合；（尤指国与国之间的）协议；vt.使符合；使一致；授予，赠予，给予；vi.相符合；相一致；,https://cdn.aimwords.com/audio/367b2c48d8692441846bd037f4bd07a9894db3118829beee0300a9f7de7dae66.mp3,"[[according]] 为已经记忆过的单词，表示 adj.相等的，一致的；依照的；去掉末尾 -ing 形容词后缀，得到核心含义相同的动词或名词含义，表示与一致，相等，匹配，相符的核心含义，作动词表示 vi.相符合；相一致；vt.使符合；使一致；作名词表示 n.一致，符合；

更进一步，由""符合，一致""的含义引申表示因为心意相同而表示认可和同意，延伸表示对…给予认可、授予认可，突出将…给予、授予给…的意向，作动词表示 v.给予；授予，赠予；",[[ac-]]（前缀，向；加强）+ [[cord-根|cord]]（词根，心）= 心意相向，心意相同，想法一致 → 表示与一致、符合相关的含义 → v.（与…）一致，符合；延伸表示想法一致而达成协议，即 n.一致，协议；引申表示因为心意相同而表示认可和同意 → 延伸表示给予认可、授予认可 → v.给予；授予，赠予；,"Apple's products were designed to accord with the boss's tastes and to meet his extremely high standards. 苹果公司的产品是按照老板的品位来设计的，需要满足他那极高的标准。

with one accord 一致地；in accord with 与…一致；of one's own accord 主动地；自愿地；",,,false,false,false,0,0,ready,1,1,1,1,2,2,1,0,true,Paid user has access to the purchased book,paid,false,word_full,1,40616ed7f9874cd1acecda83aff2c948,none,,,ok
7b8133a8-6649-427c-a979-34b206ddc2c9,b55b4dec-300a-4caa-a704-2a1fa40a90b1,cet6,大学英语六级,02d04cd0-3a97-425f-a345-c4a9b4a7902e,1,10,10,meat,/miːt/,n.肉；,https://cdn.aimwords.com/audio/c9d86fb5fbcbae88a1a1df4af7043b375191c3cc8d99a407d61169199973df25.mp3,"划分：mea | (ea)t
针对第 1 个元素采用含义联想法：通过 mea 的字形和发音联想到已经记忆过的单词 [[meal]] n.一顿饭；

针对第 2 个元素采用含义联想法：[[eat]] 为已经记忆过的单词，表示 v.吃；

联系单词的含义再综合考虑 mea（meal - 一顿饭）+ eat（吃）——> 理解为每顿饭都必须吃的东西。大多数人都不是素食主义者，因此几乎每顿饭（mea）上都需要吃（eat）""肉""，故 meat 表示每顿饭都多少要吃一点的东西，意为 n.肉；",,The  meat is not cooked enough. 这肉未烧到火候。,,,false,false,false,0,0,ready,1,1,1,1,0,0,0,0,true,Paid user has access to the purchased book,paid,false,word_full,1,f4813285db12469d997440a293467733,none,,,ok
